0,1000,2000,3000,4000,5000,6000,7000,8000,9000,10000,11000,12000,13000,14000,15000,16000,17000,18000,19000,20000,21000,22000,23000,24000,25000,26000,27000,28000,29000,30000,31000,32000,33000,34000,35000,36000,37000,38000,39000,40000,41000,42000,43000,44000,45000,46000,47000,48000,49000,50000,51000,52000,53000,54000,55000,56000,57000,58000,59000,60000,61000,62000,63000,64000,65000,66000,67000,68000,69000,70000,71000,72000,73000,74000,75000,76000,77000,78000,79000,80000,81000,82000,83000,84000,85000,86000,87000,88000,89000,90000,91000,92000,93000,94000,95000,96000,97000,98000,99000,100000
-0.72,-0.4,0.3,0.32,0.38,0.24,0.0,0.16,0.18,0.36,-0.1,0.16,0.22,0.4,0.16,0.54,0.22,0.16,0.24,0.22,0.3,0.42,0.26,0.22,0.2,0.54,0.36,0.26,0.42,0.42,0.26,0.52,0.4,0.18,0.32,0.26,0.2,0.26,0.46,0.52,0.56,0.5,0.54,0.36,0.58,0.6,0.36,0.6,0.38,0.28,0.52,0.56,0.5,0.3,0.12,0.5,0.46,0.38,0.56,0.56,0.48,0.48,0.44,0.54,0.26,0.48,0.66,0.4,0.48,0.64,0.08,0.48,0.52,0.58,0.44,0.7,0.68,0.6,0.32,0.5,0.42,0.48,0.64,0.4,0.28,0.46,0.74,0.58,0.6,0.56,0.58,0.52,0.56,0.54,0.62,0.66,0.48,0.56,0.36,0.32,0.54
